inventoryid,store,brand,productname,size,vendorid,vendorname,invoiceno,podate,receivingdate,invoicedate,paydate,unitprice,quantity,totalamount,classification,size_ml
67_EANVERNESS_15527,67,15527,Roscato Rosso,750mL,6785,PALM BAY INTERNATIONAL INC,11450,2016-08-01,2016-08-09,2016-08-23,2016-09-29,6.57,10,65.7,2,750.0
72_HARDERSFIELD_35862,72,35862,Allegrini Palazzo Della Tor,750mL,3252,E & J GALLO WINERY,12395,2016-09-30,2016-10-05,2016-10-15,2016-11-18,13.6,12,163.2,2,750.0
73_DONCASTER_4829,73,4829,Mr Boston Blackberry Brandy,1.75L,660,SAZERAC NORTH AMERICA INC.,9663,2016-04-05,2016-04-15,2016-04-22,2016-06-05,9.59,4,38.36,1,1750.0
30_CULCHETH_2589,30,2589,Jameson Irish Whiskey,1.75L,17035,PERNOD RICARD USA,11372,2016-07-26,2016-08-04,2016-08-12,2016-09-12,30.76,5,153.8,1,1750.0
69_MOUNTMEND_8626,69,8626,Ezra Brooks,1.75L,8352,LUXCO INC,11230,2016-07-17,2016-07-27,2016-08-02,2016-09-05,11.67,4,46.68,1,1750.0
69_MOUNTMEND_18743,69,18743,Ca'Momi Merlot Napa Valley,750mL,10754,PERFECTA WINES,12643,2016-10-17,2016-10-28,2016-11-04,2016-12-10,6.8,36,244.8,2,750.0
51_ABERDEEN_8068,51,8068,Absolut 80 Proof,1.75L,17035,PERNOD RICARD USA,13194,2016-11-23,2016-11-28,2016-12-09,2017-01-09,18.24,57,1039.68,1,1750.0
6_GOULCREST_8112,6,8112,Stolichnaya,1.75L,8664,"STOLI GROUP,(USA) LLC",11647,2016-08-14,2016-08-24,2016-09-05,2016-10-16,19.52,3,58.56,1,1750.0
69_MOUNTMEND_17041,69,17041,Sutter Home Pink Moscato,1.5L,8892,TRINCHERO FAMILY ESTATES,9210,2016-03-04,2016-03-08,2016-03-16,2016-04-30,5.26,6,31.56,2,1500.0
49_GARIGILL_27393,49,27393,Victor Vineyards Cab Svgn 13,750mL,9165,ULTRA BEVERAGE COMPANY LLP,13063,2016-11-14,2016-11-22,2016-12-06,2017-01-14,6.45,48,309.6,2,750.0
20_BREDWARDINE_6682,20,6682,R M Woodbridge Chard Cal,1.5L,1392,CONSTELLATION BRANDS INC,9523,2016-03-27,2016-04-06,2016-04-17,2016-05-18,6.03,11,66.33,2,1500.0
60_IRRAGIN_6396,60,6396,Taylor Dry Sherry,1.5L,1392,CONSTELLATION BRANDS INC,11703,2016-08-18,2016-08-23,2016-09-03,2016-10-01,5.12,5,25.6,2,1500.0
41_LARNWICK_8475,41,8475,J Roget Extra Dry,187mL,1392,CONSTELLATION BRANDS INC,9283,2016-03-10,2016-03-16,2016-03-28,2016-04-27,1.23,72,88.56,2,187.0
76_DONCASTER_5105,76,5105,Dr McGillicuddy's Mentholmnt,1.75L,8004,SAZERAC CO INC,8611,2016-01-24,2016-02-03,2016-02-10,2016-03-18,14.81,6,88.86,1,1750.0
6_GOULCREST_11828,6,11828,Cupcake Svgn Bl,750mL,9815,WINE GROUP INC,13267,2016-11-28,2016-12-06,2016-12-15,2017-01-20,3.97,12,47.64,2,750.0
66_EANVERNESS_8720,66,8720,Arrow Blue Curacao,750mL,8352,LUXCO INC,10786,2016-06-22,2016-06-28,2016-07-10,2016-08-19,5.96,11,65.56,1,750.0
8_ALNERWICK_29169,8,29169,Franzia Tap Merlot,5L,9815,WINE GROUP INC,9599,2016-03-31,2016-04-07,2016-04-13,2016-05-26,10.88,4,43.52,2,5000.0
14_BROMWICH_7849,14,7849,Tooters Apple-tini 15 Pk,375mL,5270,MANGO BOTTLING INC,11212,2016-07-15,2016-07-20,2016-07-31,2016-09-09,7.8,18,140.4,1,375.0
17_OLDHAM_3980,17,3980,Hornitos Reposado Tequila,1.75L,12546,JIM BEAM BRANDS COMPANY,11705,2016-08-18,2016-08-25,2016-09-04,2016-10-16,31.99,6,191.94,1,1750.0
9_BLACKPOOL_2114,9,2114,Black Velvet Canadian Whisky,1.75L,1392,CONSTELLATION BRANDS INC,11526,2016-08-07,2016-08-17,2016-08-26,2016-09-24,9.41,35,329.35,1,1750.0
15_WANBORNE_1817,15,1817,Irishman Founders RSV Whisky,750mL,6785,PALM BAY INTERNATIONAL INC,10421,2016-05-27,2016-06-05,2016-06-09,2016-07-22,16.79,6,100.74,1,750.0
27_MOUNTMEND_4634,27,4634,Gold Crown Wh Rum,1.75L,9552,M S WALKER INC,11287,2016-07-20,2016-07-28,2016-08-03,2016-09-16,8.52,5,42.6,1,1750.0
33_HORNSEY_5342,33,5342,Grand Marnier,750mL,8112,MOET HENNESSY USA INC,12243,2016-09-23,2016-09-30,2016-10-04,2016-11-07,19.85,10,198.5,1,750.0
19_WINTERVALE_7535,19,7535,Gekkeikan Sake,750mL,8320,SHAW ROSS INT L IMP LTD,12582,2016-10-12,2016-10-20,2016-10-30,2016-12-10,4.44,12,53.28,1,750.0
15_WANBORNE_31488,15,31488,Barefoot Chard Cal,750mL,3252,E & J GALLO WINERY,12016,2016-09-08,2016-09-12,2016-09-26,2016-11-01,3.44,12,41.28,2,750.0
34_PITMERDEN_17297,34,17297,Clos du Bois Rouge,750mL,1392,CONSTELLATION BRANDS INC,11156,2016-07-12,2016-07-22,2016-07-25,2016-09-04,5.88,11,64.68,2,750.0
50_MOUNTMEND_2951,50,2951,Old Bushmills Irish Whiskey,1.75L,7245,PROXIMO SPIRITS INC.,11216,2016-07-15,2016-07-18,2016-08-02,2016-08-29,28.78,5,143.9,1,1750.0
22_SHARNWICK_7978,22,7978,M & R X Dry Vermouth,750mL,480,BACARDI USA INC,13103,2016-11-17,2016-11-21,2016-12-01,2017-01-03,3.95,12,47.4,1,750.0
50_MOUNTMEND_2432,50,2432,Crown Royal,750mL,3960,DIAGEO NORTH AMERICA INC,11028,2016-07-03,2016-07-15,2016-07-26,2016-08-18,17.59,22,386.98,1,750.0
31_HORNSEY_3858,31,3858,Grey Goose Vodka,750mL,480,BACARDI USA INC,13149,2016-11-21,2016-12-01,2016-12-12,2017-01-11,17.77,22,390.94,1,750.0
68_SOLARIS_26092,68,26092,Blackstone Merlot Cal,750mL,1392,CONSTELLATION BRANDS INC,13375,2016-12-06,2016-12-13,2016-12-20,2017-01-28,4.79,12,57.48,2,750.0
57_LANTEGLOS_3505,57,3505,Tito's Handmade Vodka,750mL,4425,MARTIGNETTI COMPANIES,13243,2016-11-27,2016-12-05,2016-12-16,2017-01-19,13.76,12,165.12,1,750.0
76_DONCASTER_26632,76,26632,R Mondavi Pvt Sel Znfdl,750mL,1392,CONSTELLATION BRANDS INC,12077,2016-09-13,2016-09-19,2016-10-01,2016-10-27,4.62,12,55.44,2,750.0
73_DONCASTER_21367,73,21367,KJ Est 12 Chard Camelot High,750mL,10000,MAJESTIC FINE WINES,8346,2016-01-05,2016-01-13,2016-01-18,2016-02-18,20.4,12,244.8,2,750.0
38_GOULCREST_8621,38,8621,Sho Chiku Bai Takara Sake,750mL,8920,TAKARA SAKE USA INC,13302,2016-11-30,2016-12-05,2016-12-13,2017-01-19,4.59,11,50.49,1,750.0
58_HARTLEPOOL_42881,58,42881,La Bastarda Pnt Gr Sicily,750mL,10754,PERFECTA WINES,11235,2016-07-17,2016-07-26,2016-08-04,2016-09-09,3.92,12,47.04,2,750.0
62_KILMARNOCK_3731,62,3731,Absolut Apeach,750mL,17035,PERNOD RICARD USA,11483,2016-08-03,2016-08-08,2016-08-16,2016-09-16,13.38,12,160.56,1,750.0
47_PELLA'S WISH_8068,47,8068,Absolut 80 Proof,1.75L,17035,PERNOD RICARD USA,9440,2016-03-21,2016-03-29,2016-04-10,2016-05-17,18.24,2,36.48,1,1750.0
41_LARNWICK_5337,41,5337,Drambuie,750mL,3664,WILLIAM GRANT & SONS INC,11408,2016-07-28,2016-08-04,2016-08-14,2016-09-15,20.6,11,226.6,1,750.0
2_ASHBORNE_984,2,984,Patron XO Cafe Liqueur,750mL,9165,ULTRA BEVERAGE COMPANY LLP,9298,2016-03-10,2016-03-17,2016-03-22,2016-04-21,20.63,6,123.78,1,750.0
73_DONCASTER_5438,73,5438,Emmets Irish Cream,750mL,3960,DIAGEO NORTH AMERICA INC,11191,2016-07-14,2016-07-22,2016-08-01,2016-09-07,7.51,11,82.61,1,750.0
11_CARDEND_8515,11,8515,Baileys Chocolate Cherry,750mL,3960,DIAGEO NORTH AMERICA INC,9904,2016-04-22,2016-04-26,2016-05-07,2016-06-14,14.61,12,175.32,1,750.0
72_HARDERSFIELD_8112,72,8112,Stolichnaya,1.75L,8664,"STOLI GROUP,(USA) LLC",8511,2016-01-17,2016-01-29,2016-02-03,2016-03-16,19.52,16,312.32,1,1750.0
1_HARDERSFIELD_1136,1,1136,Malibu 50ml Sampler Pack,50mL 5 Pk,17035,PERNOD RICARD USA,10885,2016-06-25,2016-07-02,2016-07-08,2016-08-11,3.87,19,73.53,1,
73_DONCASTER_7982,73,7982,M & R Sweet Vermouth,750mL,480,BACARDI USA INC,8877,2016-02-11,2016-02-19,2016-03-01,2016-04-08,3.95,8,31.6,1,750.0
74_PAENTMARWY_4089,74,4089,Capt Morgan White,1.75L,3960,DIAGEO NORTH AMERICA INC,11589,2016-08-10,2016-08-15,2016-08-30,2016-10-05,14.59,6,87.54,1,1750.0
23_ARBINGTON_7878,23,7878,Allens Coffee Brandy,1.75L,9552,M S WALKER INC,8345,2016-01-05,2016-01-12,2016-01-19,2016-03-02,9.99,16,159.84,1,1750.0
38_GOULCREST_6293,38,6293,Fetzer Gewurz,750mL,9165,ULTRA BEVERAGE COMPANY LLP,11560,2016-08-08,2016-08-18,2016-08-27,2016-10-03,5.91,12,70.92,2,750.0
76_DONCASTER_3306,76,3306,Hammer & Sickle Vodka,1.75L,4550,KLIN SPIRITS LLC,12398,2016-09-30,2016-10-04,2016-10-18,2016-11-15,20.86,2,41.72,1,1750.0
71_CLARCTON_1961,71,1961,Everclear 151,1.75L,8352,LUXCO INC,8812,2016-02-07,2016-02-18,2016-02-27,2016-03-30,23.91,6,143.46,1,1750.0
74_PAENTMARWY_4385,74,4385,Parrot Bay 90 Coconut Capt,1.75L,3960,DIAGEO NORTH AMERICA INC,11300,2016-07-21,2016-07-25,2016-08-03,2016-09-14,16.54,6,99.24,1,1750.0
63_SWORDBREAK_5877,63,5877,Ryans Irish Cream,50mL,8004,SAZERAC CO INC,9157,2016-03-01,2016-03-08,2016-03-20,2016-04-22,0.62,116,71.92,1,50.0
58_HARTLEPOOL_11828,58,11828,Cupcake Svgn Bl,750mL,9815,WINE GROUP INC,12670,2016-10-18,2016-10-27,2016-11-01,2016-12-11,3.97,12,47.64,2,750.0
42_BLACK HOLLOW_3216,42,3216,Fleischmanns X Dry Gin,1.75L,660,SAZERAC NORTH AMERICA INC.,12432,2016-10-02,2016-10-13,2016-10-21,2016-11-29,7.68,6,46.08,1,1750.0
54_GUTHRAM_3385,54,3385,Pinnacle Strawbry Kiwi Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY,11227,2016-07-17,2016-07-26,2016-08-01,2016-09-17,12.97,6,77.82,1,1750.0
58_HARTLEPOOL_31501,58,31501,Barefoot Wh Znfdl Cal,1.5L,3252,E & J GALLO WINERY,12586,2016-10-13,2016-10-18,2016-10-31,2016-12-02,7.53,6,45.18,2,1500.0
68_SOLARIS_3314,68,3314,El Jimador Blanco Tequila,1.75L,1128,BROWN-FORMAN CORP,10378,2016-05-25,2016-05-31,2016-06-11,2016-07-23,19.28,6,115.68,1,1750.0
55_DRY GULCH_4701,55,4701,Fabrizia Limoncello,750mL,1655,FABRIZIA SPIRITS LLC,11048,2016-07-04,2016-07-14,2016-07-23,2016-08-21,12.68,6,76.08,1,750.0
38_GOULCREST_15156,38,15156,Yago Sant'Gria Red,3L,8352,LUXCO INC,12198,2016-09-21,2016-09-29,2016-10-08,2016-11-16,8.84,1,8.84,2,3000.0
68_SOLARIS_5364,68,5364,Kahlua,1.75L,17035,PERNOD RICARD USA,13040,2016-11-13,2016-11-23,2016-12-05,2017-01-11,23.07,3,69.21,1,1750.0
49_GARIGILL_6385,49,6385,Fetzer Sundial Chard,1.5L,9165,ULTRA BEVERAGE COMPANY LLP,9081,2016-02-24,2016-03-02,2016-03-13,2016-04-10,6.88,2,13.76,2,1500.0
79_BALLYMENA_22270,79,22270,Markham Cab Svgn,750mL,4425,MARTIGNETTI COMPANIES,10875,2016-06-25,2016-07-02,2016-07-07,2016-08-17,27.02,12,324.24,2,750.0
9_BLACKPOOL_759,9,759,Bunnahabhain 12 Yr Single,750mL,9165,ULTRA BEVERAGE COMPANY LLP,9445,2016-03-21,2016-03-30,2016-04-11,2016-05-13,37.0,3,111.0,1,750.0
44_PORTHCRAWL_36558,44,36558,Cruz Garcia Real Sangria Re,1.5L,8320,SHAW ROSS INT L IMP LTD,12364,2016-09-27,2016-10-06,2016-10-12,2016-11-17,6.66,6,39.96,2,1500.0
50_MOUNTMEND_5195,50,5195,Jenkins Melon Liqueur,750mL,9552,M S WALKER INC,13379,2016-12-06,2016-12-12,2016-12-23,2017-01-22,4.72,12,56.64,1,750.0
64_CESTERFIELD_14701,64,14701,Cupcake Red Velvet,750mL,9815,WINE GROUP INC,8285,2015-12-31,2016-01-07,2016-01-18,2016-02-23,4.57,10,45.7,2,750.0
81_PEMBROKE_3046,81,3046,Ciroc Peach Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC,11794,2016-08-24,2016-08-30,2016-09-09,2016-10-06,35.81,24,859.44,1,1750.0
19_WINTERVALE_3951,19,3951,Hornitos Reposado Tequila,50mL,12546,JIM BEAM BRANDS COMPANY,10451,2016-05-30,2016-06-09,2016-06-20,2016-07-14,1.83,12,21.96,1,50.0
23_ARBINGTON_2287,23,2287,Johnnie Walker Double Black,750mL,3960,DIAGEO NORTH AMERICA INC,12676,2016-10-19,2016-10-25,2016-11-06,2016-12-05,29.22,36,1051.92,1,750.0
31_HORNSEY_6682,31,6682,R M Woodbridge Chard Cal,1.5L,1392,CONSTELLATION BRANDS INC,10681,2016-06-15,2016-06-23,2016-06-28,2016-08-08,6.03,5,30.15,2,1500.0
73_DONCASTER_3016,73,3016,Bombay Sapphire East Gin,750mL,480,BACARDI USA INC,10999,2016-07-01,2016-07-07,2016-07-14,2016-08-18,14.59,12,175.08,1,750.0
16_LUNDY_6595,16,6595,Bogle Merlot,750mL,4425,MARTIGNETTI COMPANIES,13091,2016-11-16,2016-11-27,2016-12-05,2017-01-11,4.48,11,49.28,2,750.0
71_CLARCTON_3671,71,3671,Stolichnaya Razberi,50mL,8664,"STOLI GROUP,(USA) LLC",11254,2016-07-18,2016-07-25,2016-08-09,2016-09-01,1.54,120,184.8,1,50.0
10_HORNSEY_676,10,676,Pinnacle Whipped Vodka,750mL,12546,JIM BEAM BRANDS COMPANY,13557,2016-12-18,2016-12-30,2017-01-04,2017-02-17,8.65,7,60.55,1,750.0
41_LARNWICK_8454,41,8454,Tres Agaves Anejo Tequila,750mL,8892,TRINCHERO FAMILY ESTATES,10493,2016-06-01,2016-06-08,2016-06-14,2016-07-14,24.8,6,148.8,1,750.0
38_GOULCREST_17707,38,17707,Smoking Loon Steelbird Chard,750mL,9552,M S WALKER INC,9218,2016-03-06,2016-03-17,2016-03-24,2016-05-05,4.62,59,272.58,2,750.0
38_GOULCREST_28888,38,28888,Livingston Clrs Wh Znfdl Cal,3L,3252,E & J GALLO WINERY,13187,2016-11-23,2016-11-30,2016-12-13,2017-01-19,8.1,8,64.8,2,3000.0
71_CLARCTON_34694,71,34694,Valley of the Moon Pnt Bl,750mL,9165,ULTRA BEVERAGE COMPANY LLP,11185,2016-07-13,2016-07-18,2016-07-30,2016-08-30,9.67,12,116.04,2,750.0
39_EASTHALLOW_6938,39,6938,Vendange Chard,1.5L,1392,CONSTELLATION BRANDS INC,11526,2016-08-07,2016-08-15,2016-08-26,2016-09-24,4.69,5,23.45,2,1500.0
73_DONCASTER_3961,73,3961,Grey Goose La Poire Vodka,750mL,480,BACARDI USA INC,13103,2016-11-17,2016-11-26,2016-12-01,2017-01-03,18.17,5,90.85,1,750.0
53_HILLFAR_2235,53,2235,Deanston SM Virgin Oak,750mL,9165,ULTRA BEVERAGE COMPANY LLP,11044,2016-07-03,2016-07-11,2016-07-25,2016-08-22,19.56,6,117.36,1,750.0
22_SHARNWICK_36473,22,36473,The Crossings Svgn Bl Marlbo,750mL,4425,MARTIGNETTI COMPANIES,10943,2016-06-27,2016-07-05,2016-07-13,2016-08-28,8.38,11,92.18,2,750.0
38_GOULCREST_6682,38,6682,R M Woodbridge Chard Cal,1.5L,1392,CONSTELLATION BRANDS INC,9523,2016-03-27,2016-04-05,2016-04-17,2016-05-18,6.03,67,404.01,2,1500.0
55_DRY GULCH_21685,55,21685,Cameron Hughes Cam Col Cab S,750mL,653,STATE WINE & SPIRITS,10826,2016-06-24,2016-06-28,2016-07-06,2016-08-07,9.39,4,37.56,2,750.0
23_ARBINGTON_20447,23,20447,Barefoot Bubbly Pink Moscato,187mL 4 Pk,3252,E & J GALLO WINERY,8438,2016-01-12,2016-01-21,2016-01-25,2016-03-12,6.53,6,39.18,2,
27_MOUNTMEND_3356,27,3356,Svedka Vodka,375mL,1392,CONSTELLATION BRANDS INC,12655,2016-10-18,2016-10-27,2016-11-03,2016-12-13,4.47,4,17.88,1,375.0
71_CLARCTON_3878,71,3878,Smirnoff 80 Proof,750mL,3960,DIAGEO NORTH AMERICA INC,9585,2016-03-31,2016-04-06,2016-04-15,2016-05-26,7.96,10,79.6,1,750.0
50_MOUNTMEND_8170,50,8170,Courvoisier VS Cognac,50mL,12546,JIM BEAM BRANDS COMPANY,11549,2016-08-08,2016-08-17,2016-08-24,2016-09-22,2.17,432,937.44,1,50.0
7_STANMORE_5897,7,5897,99 Bananas,750mL,660,SAZERAC NORTH AMERICA INC.,10894,2016-06-25,2016-07-01,2016-07-08,2016-08-12,7.46,12,89.52,1,750.0
52_GRAYCOTT_36378,52,36378,MezzaCorona Pnt Grigio,1.5L,9165,ULTRA BEVERAGE COMPANY LLP,10344,2016-05-22,2016-06-03,2016-06-12,2016-07-23,6.83,12,81.96,2,1500.0
79_BALLYMENA_4296,79,4296,Ronrico Silver Rum,1.75L,12546,JIM BEAM BRANDS COMPANY,12935,2016-11-06,2016-11-14,2016-11-28,2016-12-28,9.29,5,46.45,1,1750.0
10_HORNSEY_28947,10,28947,R M Woodbridge Merlot Cal,1.5L,1392,CONSTELLATION BRANDS INC,11956,2016-09-05,2016-09-15,2016-09-20,2016-10-27,5.91,6,35.46,2,1500.0
31_HORNSEY_1396,31,1396,Old Crow,1.75L,12546,JIM BEAM BRANDS COMPANY,8928,2016-02-15,2016-02-25,2016-03-07,2016-04-03,10.44,6,62.64,1,1750.0
57_LANTEGLOS_8202,57,8202,Sambuca Romana,750mL,3960,DIAGEO NORTH AMERICA INC,11493,2016-08-04,2016-08-11,2016-08-17,2016-10-02,13.33,12,159.96,1,750.0
72_HARDERSFIELD_37731,72,37731,Corbett Canyon Chard,3L,9815,WINE GROUP INC,10256,2016-05-16,2016-05-25,2016-06-05,2016-07-12,6.7,5,33.5,2,3000.0
39_EASTHALLOW_19848,39,19848,Carnivor Cab Svgn,750mL,3252,E & J GALLO WINERY,9169,2016-03-02,2016-03-10,2016-03-18,2016-04-26,5.33,12,63.96,2,750.0
60_IRRAGIN_1727,60,1727,West Cork Irish Whiskey,750mL,9552,M S WALKER INC,12697,2016-10-20,2016-10-24,2016-11-01,2016-12-05,17.05,6,102.3,1,750.0
66_EANVERNESS_4227,66,4227,Bacardi Superior Rum Trav,1.75L,480,BACARDI USA INC,11748,2016-08-22,2016-09-01,2016-09-06,2016-10-09,14.17,228,3230.76,1,1750.0
50_MOUNTMEND_19464,50,19464,Flagstone Noon Gun White,750mL,2000,SOUTHERN WINE & SPIRITS NE,10339,2016-05-22,2016-06-02,2016-06-07,2016-07-19,4.72,6,28.32,2,750.0
49_GARIGILL_7279,49,7279,Yago Sant'Gria Red,1.5L,8352,LUXCO INC,11573,2016-08-09,2016-08-16,2016-08-24,2016-10-01,4.63,5,23.15,2,1500.0
73_DONCASTER_19636,73,19636,Ch St Jean Chard Sonoma Cst,750mL,9819,TREASURY WINE ESTATES,11648,2016-08-14,2016-08-22,2016-09-04,2016-10-05,7.99,4,31.96,2,750.0
6_GOULCREST_6362,6,6362,Totts Brut Calif,750mL,3252,E & J GALLO WINERY,10084,2016-05-05,2016-05-09,2016-05-16,2016-06-29,5.29,12,63.48,2,750.0
64_CESTERFIELD_4260,64,4260,Capt Morgan Original Barrel,1.75L,3960,DIAGEO NORTH AMERICA INC,11028,2016-07-03,2016-07-14,2016-07-26,2016-08-18,16.66,12,199.92,1,1750.0
18_FURNESS_2196,18,2196,Canadian Hunter Whiskey,1.75L,8004,SAZERAC CO INC,12939,2016-11-06,2016-11-18,2016-11-23,2017-01-01,10.6,12,127.2,1,1750.0
16_LUNDY_6960,16,6960,Cooks Brut,750mL,1392,CONSTELLATION BRANDS INC,10986,2016-06-30,2016-07-08,2016-07-17,2016-08-27,4.6,12,55.2,2,750.0
31_HORNSEY_1239,31,1239,Booker's Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY,8903,2016-02-12,2016-02-18,2016-02-22,2016-03-29,39.99,3,119.97,1,750.0
55_DRY GULCH_2015,55,2015,Jack Daniels Tennessee Honey,750mL,1128,BROWN-FORMAN CORP,12951,2016-11-07,2016-11-16,2016-11-29,2016-12-22,18.1,84,1520.4,1,750.0
33_HORNSEY_36770,33,36770,Yellow Tail Cab Svgn Ausl,1.5L,4425,MARTIGNETTI COMPANIES,10875,2016-06-25,2016-07-01,2016-07-07,2016-08-17,6.13,4,24.52,2,1500.0
13_TARMSWORTH_16262,13,16262,The Dreaming Tree Crush Red,750mL,1392,CONSTELLATION BRANDS INC,13486,2016-12-13,2016-12-21,2016-12-28,2017-02-12,7.18,11,78.98,2,750.0
10_HORNSEY_5391,10,5391,Kamora Coffee,1.75L,12546,JIM BEAM BRANDS COMPANY,9305,2016-03-11,2016-03-16,2016-03-23,2016-04-25,12.02,11,132.22,1,1750.0
69_MOUNTMEND_24779,69,24779,Straccali Chianti,1.5L,6785,PALM BAY INTERNATIONAL INC,11014,2016-07-01,2016-07-08,2016-07-15,2016-08-21,6.84,6,41.04,2,1500.0
46__16806,46,16806,Apothic Winemakers White,750mL,3252,E & J GALLO WINERY,10633,2016-06-12,2016-06-20,2016-07-03,2016-08-08,5.3,25,132.5,2,750.0
75_BARNCOMBE_3746,75,3746,Gordons Vodka 80 Proof,1.75L,3960,DIAGEO NORTH AMERICA INC,10936,2016-06-27,2016-07-07,2016-07-16,2016-08-13,8.52,5,42.6,1,1750.0
7_STANMORE_2722,7,2722,J & B Rare,750mL,3960,DIAGEO NORTH AMERICA INC,13392,2016-12-07,2016-12-16,2016-12-22,2017-01-21,17.59,12,211.08,1,750.0
2_ASHBORNE_40098,2,40098,Black Box Merlot Cal,3L,1392,CONSTELLATION BRANDS INC,10986,2016-06-30,2016-07-08,2016-07-17,2016-08-27,10.38,11,114.18,2,3000.0
72_HARDERSFIELD_1396,72,1396,Old Crow,1.75L,12546,JIM BEAM BRANDS COMPANY,10654,2016-06-13,2016-06-24,2016-07-04,2016-08-04,10.44,6,62.64,1,1750.0
25_CAERSHIRE_45822,25,45822,Masciarelli Montepulciano,750mL,10754,PERFECTA WINES,13535,2016-12-15,2016-12-21,2016-12-30,2017-02-10,5.37,5,26.85,2,750.0
74_PAENTMARWY_2398,74,2398,Tullamore Dew,750mL,3664,WILLIAM GRANT & SONS INC,13266,2016-11-28,2016-12-07,2016-12-13,2017-01-20,16.4,72,1180.8,1,750.0
34_PITMERDEN_8480,34,8480,Clan MacGregor,1.75L,3664,WILLIAM GRANT & SONS INC,11107,2016-07-07,2016-07-15,2016-07-19,2016-08-24,11.19,4,44.76,1,1750.0
41_LARNWICK_3684,41,3684,Fleischmanns Royal Vodka,1.75L,660,SAZERAC NORTH AMERICA INC.,12118,2016-09-15,2016-09-20,2016-09-28,2016-11-07,7.68,10,76.8,1,1750.0
41_LARNWICK_4223,41,4223,Bacardi Gold Rum,1.75L,480,BACARDI USA INC,11262,2016-07-19,2016-07-28,2016-08-02,2016-09-17,14.92,5,74.6,1,1750.0
1_HARDERSFIELD_11141,1,11141,C K Mondavi Chard,1.5L,2000,SOUTHERN WINE & SPIRITS NE,9862,2016-04-19,2016-04-27,2016-05-08,2016-06-09,5.55,6,33.3,2,1500.0
12_LEESIDE_5197,12,5197,Southern Comfort,375mL,8004,SAZERAC CO INC,10946,2016-06-27,2016-07-07,2016-07-11,2016-08-13,5.75,22,126.5,1,375.0
31_HORNSEY_44148,31,44148,Polka Dot Rsl Pfalz,750mL,3252,E & J GALLO WINERY,8438,2016-01-12,2016-01-21,2016-01-25,2016-03-12,4.66,12,55.92,2,750.0
55_DRY GULCH_2366,55,2366,Templeton Rye Whiskey,750mL,9165,ULTRA BEVERAGE COMPANY LLP,10562,2016-06-06,2016-06-15,2016-06-20,2016-08-02,25.36,6,152.16,1,750.0
28_LARNWICK_8023,28,8023,DeKuyper Triple Sec,750mL,12546,JIM BEAM BRANDS COMPANY,9708,2016-04-08,2016-04-13,2016-04-20,2016-05-21,3.28,11,36.08,1,750.0
60_IRRAGIN_15393,60,15393,Cupcake Pnt Grigio,750mL,9815,WINE GROUP INC,10532,2016-06-03,2016-06-09,2016-06-19,2016-07-16,4.51,12,54.12,2,750.0
72_HARDERSFIELD_31231,72,31231,Nobilo Svgn Bl MarlborougH,750mL,1392,CONSTELLATION BRANDS INC,13645,2016-12-23,2016-12-30,2017-01-10,2017-02-02,6.49,9,58.41,2,750.0
19_WINTERVALE_4261,19,4261,Capt Morgan Spiced Rum,1.75L,3960,DIAGEO NORTH AMERICA INC,8622,2016-01-25,2016-02-04,2016-02-09,2016-03-13,16.17,34,549.78,1,1750.0
15_WANBORNE_3286,15,3286,Ciroc Snap Frost Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC,9018,2016-02-21,2016-02-29,2016-03-10,2016-04-09,36.08,6,216.48,1,1750.0
61_AETHELNEY_4226,61,4226,Bacardi Superior Rum Trav,750mL,480,BACARDI USA INC,13103,2016-11-17,2016-11-23,2016-12-01,2017-01-03,7.68,34,261.12,1,750.0
34_PITMERDEN_3296,34,3296,Belvedere Pink Grapefruit,750mL,8112,MOET HENNESSY USA INC,10771,2016-06-21,2016-06-29,2016-07-04,2016-08-20,15.99,10,159.9,1,750.0
6_GOULCREST_4291,6,4291,Ronrico Gold,1.75L,12546,JIM BEAM BRANDS COMPANY,11416,2016-07-29,2016-08-03,2016-08-16,2016-09-10,10.39,6,62.34,1,1750.0
60_IRRAGIN_2158,60,2158,Sortilege Liqueur,375mL,6830,PARK STREET IMPORTS LLC,12321,2016-09-25,2016-10-04,2016-10-14,2016-11-12,12.4,6,74.4,1,375.0
77_TAMWORTH_6553,77,6553,Harveys Bristol Cream Sherry,750mL,12546,JIM BEAM BRANDS COMPANY,12134,2016-09-16,2016-09-20,2016-09-29,2016-11-07,7.74,12,92.88,2,750.0
73_DONCASTER_5212,73,5212,Margaritaville Silver,1.75L,8004,SAZERAC CO INC,11218,2016-07-15,2016-07-22,2016-07-27,2016-09-10,15.38,3,46.14,1,1750.0
69_MOUNTMEND_41713,69,41713,Fish Eye Merlot,750mL,9815,WINE GROUP INC,12906,2016-11-03,2016-11-08,2016-11-22,2016-12-29,3.22,12,38.64,2,750.0
34_PITMERDEN_5714,34,5714,Jose Cuervo Lime Margarita,200mL 4 Pk,7245,PROXIMO SPIRITS INC.,13536,2016-12-15,2016-12-21,2016-12-29,2017-02-06,7.14,3,21.42,1,
